<3	<3 🫶
曲线	曲线 🪝
更健康	更健康 ❤️‍🩹
更新	更新 🐦‍🔥
最后	最后 🌗 🌜 ⏮
最后一个曲目按钮	最后一个曲目按钮 ⏮
最好	最好 💜
最好的朋友	最好的朋友 👯 👬 👥
月亮	月亮 🥮 🌑 🌒 🌓 🌔 🌕 🌖 🌗 🌘 🌙 🌛 🌜 🌝 🎑
月球	月球 🌚
月经	月经 🩸
月饼	月饼 🥮
有兔耳朵的人	有兔耳朵的人 👯
有创意	有创意 🎨
有压力	有压力 😟
有氧	有氧 💓
有眼袋的脸	有眼袋的脸 🫩
有胡须的	有胡须的 🧔 🧔‍♂️ 🧔‍♀️
有脸的太阳	有脸的太阳 🌞
有花园的房子	有花园的房子 🏡
有蛋的巢	有蛋的巢 🪺
有螺旋眼的脸	有螺旋眼的脸 😵‍💫
有袋动物	有袋动物 🐨 🦘
有角的愤怒脸	有角的愤怒脸 👿
有角的笑脸	有角的笑脸 😈
有趣	有趣 🤣 😂 😜
有轨电车	有轨电车 🚊 🚋 🚎
有选票的投票箱	有选票的投票箱 🗳
有闪电和雨的云	有闪电和雨的云 ⛈
有闪电的云	有闪电的云 🌩
有雾	有雾 🌁
朋克	朋克 🧷
朋友	朋友 😏 🧑‍🤝‍🧑 👭 👫 👬 👥
服务	服务 🐕‍🦺 🍦 🈂
服务犬	服务犬 🐕‍🦺
服用	服用 🛀
服装	服装 🌂 ☂ 👓 👔 👘 🥻 👙 👚 👝 👟 👡 👑 🎓 📿
服饰	服饰 👕 👖 👗 👛 👜 👞 👠 👢 👒 🎩
望远镜	望远镜 🔭
朝觐	朝觐 🕋
朝鲜	朝鲜 🇰🇵
木匠	木匠 🪚
木头	木头 🪵 🪓
木工	木工 🪚
木工锯	木工锯 🪚
木材	木材 🪾 🪵 🪚
木筏	木筏 🚣 🚣‍♂️ 🚣‍♀️
木管乐器	木管乐器 🪈
未成年	未成年 🔞
未来	未来 🔮
末日	末日 🧟
机动	机动 🧑‍🦼 🧑‍🦼‍➡️ 👨‍🦼 👨‍🦼‍➡️ 👩‍🦼 👩‍🦼‍➡️
机动化	机动化 🦼
机器	机器 🎰 📠
机器人	机器人 🤖
机械	机械 🦾 🦿 🧑‍🔧
机械师	机械师 🧑‍🔧 👨‍🔧 👩‍🔧 🧰
机械腿	机械腿 🦿
机械臂	机械臂 🦾
机车	机车 🚂
杀死	杀死 😎
杏仁	杏仁 🌰
杠铃	杠铃 🏋 🏋️‍♂️ 🏋️‍♀️
条	条 📶
条形图	条形图 📊
条纹	条纹 🦓
来	来 🫴 🧧
来函	来函 📨
来吧	来吧 🙏
来电	来电 🦙
杯	杯 🏆
杯子	杯子 🍵 🍶 🍺 🍻 🥤 🪠
杯状	杯状 🤲
杯状双手	杯状双手 🤲
杰克	杰克 💪 🎃
松了一口气	松了一口气 🥲 😌
松了一口气的脸	松了一口气的脸 😌
松开	松开 🤙
松树	松树 🌲 🎍
松树装饰	松树装饰 🎍
松露	松露 🍄‍🟫
松鼠	松鼠 🐿
板	板 🛹 🎬
板岩	板岩 🩶
板栗	板栗 🌰
板球	板球 🏏
板球比赛	板球比赛 🏏
极地	极地 🐻‍❄️
极客	极客 🤓
构建	构建 📲
果冻	果冻 😒 🪼
果岭	果岭 🏌 🏌️‍♂️ 🏌️‍♀️
果汁	果汁 🥤 🧃
枪	枪 🔫
枫叶	枫叶 🍁
枯死的	枯死的 🪾
枯萎	枯萎 🥀
枯萎的花	枯萎的花 🥀
架空索道	架空索道 🚡
柑橘	柑橘 🍊 🍋 🍋‍🟩
柔和	柔和 🔈
柔道	柔道 🥋
柜子	柜子 🗄
柠檬	柠檬 🍋
柬埔寨	柬埔寨 🇰🇭
柱塞	柱塞 🪠
柱子	柱子 📯 🚩
柴油	柴油 ⛽
标尺	标尺 📐
标志	标志 🛑 🪧 🏧 🚮 ☢ ☣ 💲 🇷🇪
标点符号	标点符号 ❣ ‼ ⁉ ❓ ❔ ❕ ❗ 〰
标签	标签 📑 🏷
标记	标记 ❣ 💋 📑 🔖 🔛 ‼ ⁉ ❓ ❔ ❕ ❗ ✅ ✔ ❌ ❎ 〽 ™ 🆙
标语牌	标语牌 🪧
栏	栏 ⏸
树	树 🌲 🪾 🎄 🎋
树叶在风中飘扬	树叶在风中飘扬 🍃
树干	树干 🪾
树木	树木 🌳 🌴
树枝	树枝 🪺 🪾
树苗	树苗 🌱
栖息地	栖息地 🌳
栗子	栗子 🌰
根	根 🫚 🫜
根类蔬菜	根类蔬菜 🫜
根西岛	根西岛 🇬🇬
格子	格子 🏁
格林纳达	格林纳达 🇬🇩
格陵兰	格陵兰 🇬🇱
格鲁吉亚	格鲁吉亚 🇬🇪
桃	桃 🍑
桃子	桃子 🍑
框	框 📥 ☑
框架	框架 🖼 🪟
桌子	桌子 🏓
桑拿	桑拿 🧖 🧖‍♂️ 🧖‍♀️
桥	桥 🌉
桨	桨 🚣 🚣‍♂️ 🚣‍♀️ 🏓
桶	桶 🥡 🍯 🪣
梁龙	梁龙 🦕
梦	梦 🌒
梦想	梦想 💭 🌜
梨	梨 🍐
梯子	梯子 🪜
梳子	梳子 🪮
梵蒂冈城	梵蒂冈城 🇻🇦
检查	检查 ✅ ☑ ✔
棋子	棋子 ♟
棍棒	棍棒 🍢 🍡 🩼
棒极了	棒极了 😃 😛 😒 😎 👌 🎉
棒棒糖	棒棒糖 🍭
棒球	棒球 ⚾ 🧢
棒球帽	棒球帽 🧢
棒糖	棒糖 🍭
棕榈	棕榈 🌴
棕榈树	棕榈树 🌴
棕色	棕色 🤎 👞 🥾 🟤 🟫
棕色圆圈	棕色圆圈 🟤
棕色方块	棕色方块 🟫
棕色的心	棕色的心 🤎
棕色蘑菇	棕色蘑菇 🍄‍🟫
森林	森林 🌲 🌳
棺材	棺材 ⚰
椅子	椅子 💺 🪑
植物	植物 💐 🌸 🏵 🌹 🌺 🌻 🌼 🌷 🪻 🌱 🪴 🌴 🌵 🌾 🌿 ☘ 🍀 🌰 🎍 🪏
椒盐卷饼	椒盐卷饼 🥨
椰子	椰子 🥥
楔形	楔形 🧀
槟榔	槟榔 🫓
模式	模式 📳
横幅	横幅 🎋
横档	横档 🪜
横笛	横笛 🪈
樱桃	樱桃 🍒
樱花	樱花 🌸
橄榄	橄榄 🫒
橄榄球	橄榄球 🏉
橘子	橘子 🍊
橙子	橙子 🍊
橙皮书	橙皮书 📙
橙色	橙色 🧡 📙 🟠 🟧 🔶 🔸
橙色圆圈	橙色圆圈 🟠
橙色方块	橙色方块 🟧
橙色的心	橙色的心 🧡
欢呼	欢呼 📣
欣赏	欣赏 🙏
欧元	欧元 🪙 💶
欧元钞票	欧元钞票 💶
欧洲	欧洲 🌍 🏤 🏰
欧洲-非洲	欧洲-非洲 🌍
欧洲-非洲地球仪	欧洲-非洲地球仪 🌍
欧盟	欧盟 🇪🇺
欲望	欲望 ❤️‍🔥
歌手	歌手 🧑‍🎤 👨‍🎤 👩‍🎤
正义	正义 🧑‍⚖️ 👨‍⚖️ 👩‍⚖️ ♎
正在按摩的人	正在按摩的人 💆
正在洗澡的人	正在洗澡的人 🛀
正式	正式 🤵 🤵‍♂️ 🤵‍♀️ 🎩
正方形	正方形 ⏹ 🟩 🟪 ⬛ ⬜ ◻ ◽ ▫ 🔳
正确	正确 🗯
正装	正装 👖
正面	正面 🐥 🧲 🚪
步伐	步伐 🚶 🚶‍♂️ 🚶‍♀️ 🚶‍➡️ 🚶‍♀️‍➡️ 🚶‍♂️‍➡️
步幅	步幅 🚶 🚶‍➡️
步态	步态 🚶 🚶‍♂️ 🚶‍♀️ 🚶‍➡️ 🚶‍♀️‍➡️ 🚶‍♂️‍➡️
步行	步行 🚶 🚶‍♂️ 🚶‍♀️ 🚶‍➡️ 🚶‍♀️‍➡️ 🚶‍♂️‍➡️ 👣
武器	武器 🔪 🏺 🔫 🗡 ⚔ 🪃 🏹 🛡
武术	武术 🥋
武术服	武术服 🥋
死亡	死亡 😔 😵 💀 ☠ 🧟 🧟‍♂️ 🧟‍♀️ 🧉 ⚰ 🪦 ⚱
死去	死去 😳
死气沉沉	死气沉沉 😑
残月	残月 🌖 🌘
残疾	残疾 🩼
残缺	残缺 🌘
母乳喂养	母乳喂养 🤱
母亲	母亲 🤱 👩‍🍼 🤶
母猪	母猪 🐖
母羊	母羊 🐑
每月	每月 🈷
毒蘑菇	毒蘑菇 🍄
比利时	比利时 🇧🇪
比基尼	比基尼 👙
比萨	比萨 🍕
比赛	比赛 🏃 🏃‍♂️ 🏃‍♀️ 🏃‍➡️ 🏃‍♀️‍➡️ 🏃‍♂️‍➡️ 🥌 🏁
毕业	毕业 🎓
毕业帽	毕业帽 🎓
毕业生	毕业生 🧑‍🎓 👨‍🎓 👩‍🎓
毛巾	毛巾 🧻
毛绒玩具	毛绒玩具 🧸
毛茛	毛茛 🌼
毛茸茸的	毛茸茸的 🐩 🐑 🦣
毛豆	毛豆 🫛
毛里塔尼亚	毛里塔尼亚 🇲🇷
毛里求斯	毛里求斯 🇲🇺
毫无表情	毫无表情 😐 😑
民间传说	民间传说 🧜 🧜‍♂️ 🧜‍♀️ 🧝 🧝‍♂️ 🧝‍♀️
气候	气候 🪸
气味	气味 👃 🐽
气喘	气喘 🥵
气旋	气旋 🌀
气泡	气泡 💬 🗨 💭 🫧
气球	气球 💬 👁️‍🗨️ 🗯 💭 🎈
水	水 💦 🤽 🤽‍♂️ 🤽‍♀️ 🐃 🫗 🥤 💧 🌊 🔫 🚿 🚰 🚾 🚱 ♒
水下	水下 🫧
水坝	水坝 🦫
水壶	水壶 🏺
水平	水平 🙂‍↔️ 🚥
水平交通信号灯	水平交通信号灯 🚥
水平滑块	水平滑块 🎚
水族馆	水族馆 🪼
水晶	水晶 🔮
水晶球	水晶球 🔮
水果	水果 🍇 🍈 🍉 🍊 🍋 🍋‍🟩 🍌 🍍 🥭 🍎 🍏 🍐 🍑 🍒 🍓 🫐 🥝 🍅 🥑 🥧
水枪	水枪 🔫
水母	水母 🪼
水波	水波 🌊
水滴	水滴 💦 ☔ 💧
水牛	水牛 🦬 🐃
水獭	水獭 🦦
水球	水球 🤽 🤽‍♂️ 🤽‍♀️
水瓶座	水瓶座 🏺 ♒
水疗	水疗 💆 💆‍♂️ 💆‍♀️ 🧖 🧖‍♂️ 🧖‍♀️
水管工	水管工 🧑‍🔧 👨‍🔧 👩‍🔧 🪠
水肺	水肺 🤿 🥽
永远	永远 ♾
求救按钮	求救按钮 🆘
汉堡	汉堡 🍔
汉堡包	汉堡包 🥬 🍔
汗	汗 😥 💦
汗水	汗水 😅 💧
汗流浃背	汗流浃背 😰
汗滴	汗滴 💦
污渍	污渍 🫟
汤	汤 🍲 🍜
汤加	汤加 🇹🇴
汽油	汽油 ⛽
汽车	汽车 🚃 🚞 🚋 🚍 🚓 🚔 🚕 🚖 🚗 🚘 🚙 🛻 🚚 🚛 🏎 🛺 🛞 🚨
沉思	沉思 😔 🙇‍♂️ 🙇‍♀️
沉思的脸	沉思的脸 😔
沉重	沉重 ❣
沉重的美元符号	沉重的美元符号 💲
沉默	沉默 😶
沉默的脸	沉默的脸 😯
沐浴	沐浴 🛀 🩱 🩲 🩳 👙 🧼
沙卡	沙卡 🤙
沙发	沙发 🛋
沙发和灯	沙发和灯 🛋
沙子	沙子 ⌛ ⏳
沙拉	沙拉 🥬 🫜 🥗
沙拉三明治	沙拉三明治 🥙 🧆
沙漏	沙漏 ⌛ ⏳
沙漏完成	沙漏完成 ⌛
沙漏未完成	沙漏未完成 ⏳
沙漠	沙漠 🐪 🐫 🌵 🏜 🏝
沙特阿拉伯	沙特阿拉伯 🇸🇦
沙球	沙球 🪇
沙龙	沙龙 💆 💆‍♂️ 💆‍♀️
没有	没有 🦲
没有嘴的脸	没有嘴的脸 😶
没有雪的雪人	没有雪的雪人 ⛄
沮丧	沮丧 😅 🫥 😔 🫤 😖 😞 😠 🙍 🙍‍♂️ 🙍‍♀️
河流	河流 🚣 🚣‍♂️ 🚣‍♀️
河豚	河豚 🐡
河马	河马 🦛
油	油 🛢 🪔
油桃	油桃 🍊
油桶	油桶 🛢
油漆	油漆 🫟
油炸	油炸 🍤
油炸圈饼	油炸圈饼 🍩
治愈	治愈 ☮
治疗	治疗 💆 💆‍♂️ 💆‍♀️
治疗师	治疗师 🧑‍⚕️ 👨‍⚕️ 👩‍⚕️
泉水	泉水 ♨
法兰克福香肠	法兰克福香肠 🌭
法医	法医 🫆
法国	法国 🇫🇷
法塔赫	法塔赫 🪯
法官	法官 🧑‍⚖️ 👨‍⚖️ 👩‍⚖️
法属南部领土	法属南部领土 🇹🇫
法属圭亚那	法属圭亚那 🇬🇫
法属波利尼西亚	法属波利尼西亚 🇵🇫
法师	法师 🧙 🧙‍♂️ 🧙‍♀️
法式炸薯条	法式炸薯条 🍟
法律	法律 🧑‍⚖️ 👨‍⚖️ 👩‍⚖️ 👮 👮‍♂️ 👮‍♀️
法棍面包	法棍面包 🥖
法罗群岛	法罗群岛 🇫🇴
法蒂玛	法蒂玛 🪬
法语	法语 🥐 🥖
法轮	法轮 ☸
泡沫	泡沫 👁️‍🗨️ 🗯 🧼 🫧
泡泡	泡泡 🧋
波兰	波兰 🇵🇱
波兰饺子	波兰饺子 🥟
波动	波动 🪀
波塞冬	波塞冬 🧜‍♂️
波多黎各	波多黎各 🇵🇷
波托贝洛	波托贝洛 🍄‍🟫
波斯尼亚和黑塞哥维那	波斯尼亚和黑塞哥维那 🇧🇦
波浪	波浪 🏄‍♂️ 🌊
波浪状	波浪状 🥴
波浪线	波浪线 〰
波霸	波霸 🧋
注射	注射 💉
注射器	注射器 💉
注释	注释 📋
泪水	泪水 🥲 😭 💧
泰	泰 🍹
泰国	泰国 🇹🇭
泰坦尼亚	泰坦尼亚 🧚‍♀️
泰格	泰格 🪯
泰迪熊	泰迪熊 🧸
泳池	泳池 👙
泳衣	泳衣 🩱 🩲 🩳
泵	泵 ⛽
泽西岛	泽西岛 🇯🇪
洋葱	洋葱 🧅
洒	洒 🫗
洒出	洒出 🫟
洒红节	洒红节 🫟
洗发水	洗发水 🧴
洗手间	洗手间 🚽
洗衣	洗衣 🥥 🧺
洞	洞 🕳 ⛳ 🪏
洞中插旗	洞中插旗 ⛳
洞穴	洞穴 👲
津巴布韦	津巴布韦 🇿🇼
洪都拉斯	洪都拉斯 🇭🇳
活跃	活跃 🤸 🤸‍♂️ 🤸‍♀️
派对	派对 😛 😜 🥳 👯 👯‍♂️ 👯‍♀️ 🍹 🎉 🎊 🪩 👒 🪇
派对礼炮	派对礼炮 🎉
流动	流动 ⏳
流口水	流口水 🤤
流口水的脸	流口水的脸 🤤
流感	流感 🤧 💉
流星	流星 🌠
流血	流血 🩸
流行音乐	流行音乐 🍿
浅	浅 🥘
浅盘食物	浅盘食物 🥘
浅色	浅色 🏳️‍⚧️
浆果	浆果 🍒 🍓 🫐
浇注液体	浇注液体 🫗
测试	测试 🧪
浓汤	浓汤 🦞
浓郁	浓郁 🍋‍🟩
浣熊	浣熊 🦝
浪漫	浪漫 🥰 😍 😘 💌 💘 💚 💙 💋 💏 👩‍❤️‍💋‍👨 👨‍❤️‍💋‍👨 👩‍❤️‍💋‍👩 💑 👩‍❤️‍👨 👨‍❤️‍👨 👩‍❤️‍👩 💐 💒 💍 💎
浮标	浮标 🛟
浮游生物	浮游生物 🪼
浮潜	浮潜 🤿
浮筒	浮筒 🛟
浴室	浴室 🚽 🪥 🚹 🚺 🚻 🚾
浴缸	浴缸 🛀 🛁
海	海 🧜 🧜‍♂️ 🪼 ⛵
海关	海关 🛃
海地	海地 🇭🇹
海妖	海妖 🧜‍♀️
海洋	海洋 🧜 🧜‍♂️ 🧜‍♀️ 🏄 🏄‍♂️ 🏄‍♀️ 🐳 🐋 🐬 🦭 🐙 🐚 🪸 🪼 🌊
海浪	海浪 🏄 🏄‍♀️
海滩	海滩 😎 🏄 🏄‍♂️ 🏄‍♀️ 🐳 🐋 🐬 🐚 🌴 🏖 🌞 👙 🩴
海狸	海狸 🦫
海王星	海王星 🧜‍♂️
海盗	海盗 🦜 🏴‍☠️
海盗旗	海盗旗 🏴‍☠️
海神	海神 🔱
海绵	海绵 🧽
海蜇	海蜇 🪼
海螺	海螺 🐚
海豚	海豚 🐬
海豹	海豹 🦭
海鲜	海鲜 🦞 🍢
海龟	海龟 🐢
浸泡	浸泡 🧽
涂抹	涂抹 🥯
消失	消失 🫠 🫥
消息	消息 💬
消耗品	消耗品 ♟
消防员	消防员 🧑‍🚒 👨‍🚒 👩‍🚒
消防车	消防车 🧑‍🚒 👨‍🚒 👩‍🚒
消防队员	消防队员 🧑‍🚒
涌浪	涌浪 🏄 🏄‍♂️ 🏄‍♀️
液体	液体 🫠 🫗 🫟
液滴	液滴 💧
淋浴	淋浴 🚿
淘气	淘气 👿
淡蓝色的心	淡蓝色的心 🩵
淫荡	淫荡 😏
深色	深色 🕶
深青色	深青色 🩵
混乱	混乱 🫤 🫟
清扫	清扫 🧹
清楚	清楚 💯
清洁	清洁 🧹 🧼 🫧 🪥 🧽
清洗	清洗 🧼
清爽	清爽 🍋‍🟩
清真寺	清真寺 🕌
清酒	清酒 🍶
渡渡鸟	渡渡鸟 🦤
渡船	渡船 ⛴
渡轮	渡轮 ⛴
渡鸦	渡鸦 🐦‍⬛
温度计	温度计 🤒 🌡
温文尔雅	温文尔雅 😏
温泉	温泉 ♨
游乐	游乐 🛝 🎡 🎢
游乐场	游乐场 🛝
游乐场滑梯	游乐场滑梯 🛝
游戏	游戏 👾 🧙 🧙‍♂️ 🧙‍♀️ 🤾‍♀️ 🏐 🎳 🏏 🏑 🏒 🏓 🏸 🎯 🎱 🎮 🕹 🎰 🎲 ♠ ♥ ♦ ♣ 🃏 🀄 🎴 🏁
游戏玩家	游戏玩家 👾
游泳	游泳 🏊 🏊‍♂️ 🏊‍♀️ 🤽 🤽‍♂️ 🤽‍♀️ 🛟 🥽 👙
游泳池	游泳池 🎱
游泳的人	游泳的人 🏊
游泳运动员	游泳运动员 🏊 🏊‍♂️ 🏊‍♀️
游艇	游艇 ⛵
湖泊	湖泊 🚣 🚣‍♂️ 🚣‍♀️ 🚤
湿	湿 💦
溅	溅 💦
溜冰	溜冰 ⛸
溜冰者	溜冰者 🛹
溜冰鞋	溜冰鞋 🛹 🛼 ⛸
溜溜球	溜溜球 🪀
溶解	溶解 🫠
滑冰	滑冰 ⛸
滑动	滑动 😉
滑块	滑块 🎚
滑板	滑板 🛹
滑板车	滑板车 🛴
滑梯	滑梯 🛝
滑稽	滑稽 🤪 💢 💤 💧 💣
滑稽的脸	滑稽的脸 🤪
滑翔伞	滑翔伞 🪂
滑行	滑行 🛝
滑雪	滑雪 ⛷ 🏂 🫕 🎿
滑雪场	滑雪场 🚠
滑雪板	滑雪板 🏂 🎿
滑雪板运动员	滑雪板运动员 🏂
滑雪者	滑雪者 ⛷
滚动	滚动 🤣 🙄 📜
滚轮	滚轮 🧳
滚轴	滚轴 🛼
满	满 🌝
满头大汗	满头大汗 😓
满意	满意 😊
满月	满月 🌕
满月脸	满月脸 🌝
满脸大汗	满脸大汗 😅
满脸焦虑	满脸焦虑 😰
滴	滴 💦 ☔ 💧
滴落	滴落 🫟
漂亮	漂亮 😁 🥺 🦚
漂浮	漂浮 🫧
漏洞	漏洞 🐛
演员	演员 🧑‍🎤 👨‍🎤 👩‍🎤 🎭
演讲	演讲 💬 👁️‍🗨️
漠不关心	漠不关心 🤷 🤷‍♂️ 🤷‍♀️
漩涡	漩涡 🍥
漩涡鱼饼	漩涡鱼饼 🍥
漫步	漫步 🚶 🚶‍♂️ 🚶‍♀️ 🚶‍➡️ 🚶‍♀️‍➡️ 🚶‍♂️‍➡️
漫画	漫画 💩 💥 💫 💦 💨 💬 💭 💡 💠
潜水	潜水 🦪 🤿 🥽
潜水面罩	潜水面罩 🤿
澳大利亚	澳大利亚 🐨 🌏 🇦🇺
激进	激进 😎
灌木	灌木 🪻
火	火 ❤️‍🔥 🧨
火山	火山 🌋
火灾	火灾 🧑‍🚒 👨‍🚒 👩‍🚒 🧯
火烈鸟	火烈鸟 🦩
火焰	火焰 🦙 🔥
火神	火神 🖖
火神敬礼	火神敬礼 🖖
火箭	火箭 🧑‍🚀 👨‍🚀 👩‍🚀
火花	火花 🎇 🧨 ✨ ❇
火车	火车 🚂 🚃 🚄 🚅 🚆 🚉 🛤
火车车厢	火车车厢 🚃
火锅	火锅 🫕
火鸟	火鸟 🐦‍🔥
火鸡	火鸡 🦃 🍗
灭火器	灭火器 🧯
灭绝	灭绝 🦣 🦤
灯	灯 🧞 🧞‍♂️ 🧞‍♀️ 🚨 🚥 🚦 🔦 🏮 🪔 🛋 🔆
灯泡	灯泡 💡
灯笼	灯笼 🎃 🏮
灯笼椒	灯笼椒 🫑
灰熊	灰熊 🐻
灰色	灰色 🩶 🦳
灰色的心	灰色的心 🩶
灵魂伴侣	灵魂伴侣 👯 👯‍♂️ 👯‍♀️
炎热	炎热 🥵 😳 🌞
炸弹	炸弹 💥 💣
炸玉米饼	炸玉米饼 🌮
炸药	炸药 🧨
炸薯条	炸薯条 🍟
炸虾	炸虾 🍤
点	点 👈 👉 👆 👇 ☝ 🕐 🕒 🕓 🕔 🕕 🕖 🕗 🕘 🕙 🕚 🪝
点头	点头 🙂‍↕️
点燃	点燃 🔥
点状	点状 🔯
点球	点球 🟥
点钟	点钟 🕛 🕑
炽热的星星	炽热的星星 🌟
烈酒	烈酒 🍸 🍺 🍻 🥃
烛台	烛台 🕎
烟火	烟火 🎇
烟花	烟花 🎆 🎇 🧨
烤土豆	烤土豆 🍠
烤红薯	烤红薯 🍠
烤肉串	烤肉串 🥙 🍢
烧伤	烧伤 🪼
热	热 🫠 😳 🌭 ☕ ♨ 🔥 🪭
热带	热带 🦩 🐠 🌴 🍋‍🟩 🍍 🥭 🍹
热带地区	热带地区 🍹
热带饮料	热带饮料 🍹
热带鱼	热带鱼 🐠
热情	热情 🍋‍🟩
热点	热点 🛜
热狗	热狗 🌭
热门	热门 💣
热饮	热饮 ☕
热饼	热饼 🥞
烹饪	烹饪 🍳 🍽 🍴 🔪 🏺
焊接	焊接 🥽
焦点	焦点 😣
焦虑	焦虑 😟 😨 😰 😥 🫦
煎炸	煎炸 🍳
煎饼	煎饼 🥞
照片	照片 📷
照相机	照相机 📹
熄灭	熄灭 🧯
熊	熊 🐻 🐻‍❄️ 🐨 🍯 🧸
熊猫	熊猫 🐼
熏肉	熏肉 🥓
熔岩	熔岩 🫓
熟食	熟食 🍚
燃料	燃料 ⛽
燃油泵	燃油泵 ⛽
燃烧	燃烧 ❤️‍🔥
燕尾服	燕尾服 🤵 🤵‍♂️ 🤵‍♀️
燕麦片	燕麦片 🥣
爆炸	爆炸 🤯 💥 💣
爆炸头	爆炸头 🤯
爆炸物	爆炸物 🧨
爆竹	爆竹 🧨 🎉
爆米花	爆米花 🍿 🍾
爪印	爪印 🐾
爪子	爪子 🐾 🦞
爬	爬 🪜
爬行动物	爬行动物 🦎
爱	爱 🥰 😍 😘 😗 😙 😒 😻 💌 💘 💓 💕 ❤️‍🔥 🩷 💛 💚 💙 🩵 💜 🩶 🫰 🤟 🫶 💏 👩‍❤️‍💋‍👨 👨‍❤️‍💋‍👨 👩‍❤️‍💋‍👩 💑 👩‍❤️‍👨 👨‍❤️‍👨 👩‍❤️‍👩 🫂 🌹
爱人	爱人 😘
爱你	爱你 🤟
爱你的手势	爱你的手势 🤟
爱尔兰	爱尔兰 ☘ 🍀 🇮🇪
爱情	爱情 💐 🏩 🪉
爱情酒店	爱情酒店 🏩
爱慕	爱慕 😘
爱沙尼亚	爱沙尼亚 🇪🇪
爵士乐	爵士乐 👐
父亲	父亲 👨‍🍼 🎅
父母	父母 🧑‍🍼
爷爷	爷爷 👴
爸爸	爸爸 👨‍🍼 🧢
片假名	片假名 🈁 🈂
版权	版权 ©
牌	牌 ♠ 🎴 🟥 🟨
牌匾	牌匾 🪧
牙买加	牙买加 🇯🇲
牙刷	牙刷 🪥
牙医	牙医 😬 😷 🦷
牙科	牙科 🪥
牙齿	牙齿 😀 😃 😁 🥶 🦷 🧛 🧛‍♂️ 🧛‍♀️ 🦫 🍫 🍬 🪥
牛	牛 🐮 🐂 🐄 ♉
牛仔	牛仔 🤠
牛仔布	牛仔布 👖
牛仔帽脸	牛仔帽脸 🤠
牛仔裤	牛仔裤 👖
牛奶	牛奶 🐮 🐄 🐐 🍼 🥛 🧋
牛排	牛排 🥩
牛油果	牛油果 🥑
牛群	牛群 🦬
牛脸	牛脸 🐮
牡蛎	牡蛎 🦪 🥡
牧场	牧场 🏠 🏡
牧场主	牧场主 🧑‍🌾 👨‍🌾 👩‍🌾
物理学家	物理学家 🧑‍🔬 👨‍🔬 👩‍🔬
特克斯和凯科斯群岛	特克斯和凯科斯群岛 🇹🇨
特别	特别 🩷
特殊	特殊 🩵 🩶
特立尼达和多巴哥	特立尼达和多巴哥 🇹🇹
特里同	特里同 🧜‍♂️
特里斯坦·达库尼亚	特里斯坦·达库尼亚 🇹🇦
犀牛	犀牛 🦏
犯罪	犯罪 🫆
犹太	犹太 🔯
犹太人	犹太人 🕍 ✡
犹太教	犹太教 🕍 ✡ 🕎 🔯
犹太教堂	犹太教堂 🕍
犹太烛台	犹太烛台 🕎
犹豫不决	犹豫不决 🧇
狂怒	狂怒 😤
狄俄尼索斯	狄俄尼索斯 🍇
狐狸	狐狸 🦊
狗	狗 🦴 🐶 🐕 🦮 🐕‍🦺 🐩 🌭
狗脸	狗脸 🐶
狡猾	狡猾 😏 🥷 🦝
狩猎	狩猎 🦁
独木舟	独木舟 🚣 🚣‍♂️ 🚣‍♀️ 🛶
独角兽	独角兽 🦄
狮子	狮子 🦁 🦭 ♌
狮子座	狮子座 🦁 ♌
狸	狸 🦝
狼	狼 🐺
狼吞虎咽	狼吞虎咽 🦃
猕猴桃	猕猴桃 🥝
猛犸象	猛犸象 🦣
猜测	猜测 🤷 🤷‍♂️ 🤷‍♀️
猩猩	猩猩 🦧
猪	猪 🐷 🐖 🐗 🐽
猪排	猪排 🥩
猪肉	猪肉 🐷 🐖
猪脸	猪脸 🐷
猪鼻子	猪鼻子 🐽
猫	猫 😺 😸 😹 😻 😼 😽 🙀 😿 😾 🐱 🐈 🐈‍⬛ 🐯
猫喜极而泣	猫喜极而泣 😹
猫头鹰	猫头鹰 🦉
猫科动物	猫科动物 🐈‍⬛ 🐅 🐆
猴	猴 🐒
猴子	猴子 🙈 🙉 🙊 🐵 🐒 🦧
猴脸	猴脸 🐵
猿	猿 🦧
獭	獭 🦦
獾	獾 🦡
玉米	玉米 🌽 🍿
玉米卷	玉米卷 🌮
玉米穗	玉米穗 🌽
王冠	王冠 🫅 🤴 👸 👑
王子	王子 🤴
玛丽	玛丽 🪬
玛格丽塔	玛格丽塔 🍋‍🟩
玩偶	玩偶 🎎
玩具	玩具 🪀 🧸
玩具熊	玩具熊 🧸
玩杂耍	玩杂耍 🤹 🤹‍♂️ 🤹‍♀️
玩杂耍的人	玩杂耍的人 🤹 🤹‍♂️
玩物	玩物 🧸
玩耍	玩耍 🤾 🤾‍♂️ 🛝 🎴
玫瑰	玫瑰 🌹
玫瑰花结	玫瑰花结 🏵
环状	环状 🪐
环状行星	环状行星 🪐
环节动物	环节动物 🪱
现金	现金 💰 💷 💸 💳 🏧 💲
玻利维亚	玻利维亚 🇧🇴
玻璃	玻璃 🥛 🍷 🍸 🫗 🔍 🔎
玻璃杯	玻璃杯 🥂 🥃
珊瑚	珊瑚 🪸
珍珠	珍珠 🦷 🦪 🧋 🫧
珍珠奶茶	珍珠奶茶 🧋
珠子	珠子 📿 🧿
珠宝	珠宝 💎
班卓琴	班卓琴 🪕
